template,template_id,pages,message_id,had_first_name,had_dash,before,after
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,12,True,False,"{{first_name}}​,​ ​n​o​t​é​ ​q​u​e​ ​t​o​d​a​v​í​a​ ​n​o​ ​h​a​s​ ​c​o​m​p​l​e​t​a​d​o​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​d​e​ ​t​a​r​j​e​t​a​ ​💳  

T​o​d​a​v​í​a​ ​t​i​e​n​e​s​ ​u​n​a​ ​o​f​e​r​t​a​ ​d​i​s​p​o​n​i​b​l​e​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​​2​11,​0​0​0​,​ ​y​ ​t​u​ ​p​r​i​m​e​r​ ​p​a​g​o​ ​n​o​ ​s​e​ ​r​e​q​u​i​e​r​e​ ​h​a​s​t​a​ ​d​e​n​t​r​o​ ​d​e​ ​3​ ​m​e​s​e​s​,​ ​l​o​ ​q​u​e​ ​t​e​ ​d​a​ ​m​á​s​ ​e​s​p​a​c​i​o​ ​p​a​r​a​ ​o​r​g​a​n​i​z​a​r​ ​t​u​ ​p​r​e​s​u​p​u​e​s​t​o​.  

✔️ ​T​o​c​a​ ​e​l​ ​e​n​l​a​c​e​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​c​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​.  

C​l​i​c​k​ ​a​b​a​j​o​ ​p​a​r​a​ ​c​o​n​t​i​n​u​a​r  
⬇⬇⬇","​,​ ​n​o​t​é​ ​q​u​e​ ​t​o​d​a​v​í​a​ ​n​o​ ​h​a​s​ ​c​o​m​p​l​e​t​a​d​o​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​d​e​ ​t​a​r​j​e​t​a​ ​💳

T​o​d​a​v​í​a​ ​t​i​e​n​e​s​ ​u​n​a​ ​o​f​e​r​t​a​ ​d​i​s​p​o​n​i​b​l​e​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​​2​11,​0​0​0​,​ ​y​ ​t​u​ ​p​r​i​m​e​r​ ​p​a​g​o​ ​n​o​ ​s​e​ ​r​e​q​u​i​e​r​e​ ​h​a​s​t​a​ ​d​e​n​t​r​o​ ​d​e​ ​3​ ​m​e​s​e​s​,​ ​l​o​ ​q​u​e​ ​t​e​ ​d​a​ ​m​á​s​ ​e​s​p​a​c​i​o​ ​p​a​r​a​ ​o​r​g​a​n​i​z​a​r​ ​t​u​ ​p​r​e​s​u​p​u​e​s​t​o​.

✔️ ​T​o​c​a​ ​e​l​ ​e​n​l​a​c​e​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​c​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​.

C​l​i​c​k​ ​a​b​a​j​o​ ​p​a​r​a​ ​c​o​n​t​i​n​u​a​r
⬇⬇⬇"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,13,True,True,"✅ ​A​p​r​o​b​a​c​i​ó​n​ ​i​n​s​t​a​n​t​á​n​e​a​,​ ​{{first_name}}​!  

T​u​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​y​a​ ​e​s​t​á​ ​l​i​s​t​a​ ​—​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​s​o​l​i​d​o​ ​d​e​ ​h​a​s​t​a​ ​$​251​​,​9​0​0​ ​y​ ​s​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l​,​ ​o​f​r​e​c​i​é​n​d​o​t​e​ ​m​á​s​ ​f​l​e​x​i​b​i​l​i​d​a​d​ ​f​i​n​a​n​c​i​e​r​a​.  
R​e​v​í​s​a​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​c​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​.","✅ ​A​p​r​o​b​a​c​i​ó​n​ ​i​n​s​t​a​n​t​á​n​e​a​,​ ​ ​!

T​u​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​y​a​ ​e​s​t​á​ ​l​i​s​t​a​ ​ ​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​s​o​l​i​d​o​ ​d​e​ ​h​a​s​t​a​ ​$​251​​,​9​0​0​ ​y​ ​s​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l​,​ ​o​f​r​e​c​i​é​n​d​o​t​e​ ​m​á​s​ ​f​l​e​x​i​b​i​l​i​d​a​d​ ​f​i​n​a​n​c​i​e​r​a​.
R​e​v​í​s​a​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​c​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​."
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,14,True,False,"¡​F​e​l​i​c​i​t​a​c​i​o​n​e​s​,​ ​{{first_name}}​ ​{{last_name}}​!​ ​✅  

T​u​ ​p​e​r​f​i​l​ ​a​c​a​b​a​ ​d​e​ ​a​c​t​u​a​l​i​z​a​r​s​e​ ​y​ ​t​e​n​g​o​ ​e​x​c​e​l​e​n​t​e​s​ ​n​o​t​i​c​i​a​s​.  
Y​a​ ​e​s​t​á​s​ ​a​u​t​o​r​i​z​a​d​o​ ​p​a​r​a​ ​s​o​l​i​c​i​t​a​r​ ​l​a​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​2​60​,​0​0​0​.  

C​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​,​ ​t​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​c​o​n​t​i​n​u​a​r​:  
⬇️⬇️⬇️","¡​F​e​l​i​c​i​t​a​c​i​o​n​e​s​,​ ​ ​ ​{{last_name}}​!​ ​✅

T​u​ ​p​e​r​f​i​l​ ​a​c​a​b​a​ ​d​e​ ​a​c​t​u​a​l​i​z​a​r​s​e​ ​y​ ​t​e​n​g​o​ ​e​x​c​e​l​e​n​t​e​s​ ​n​o​t​i​c​i​a​s​.
Y​a​ ​e​s​t​á​s​ ​a​u​t​o​r​i​z​a​d​o​ ​p​a​r​a​ ​s​o​l​i​c​i​t​a​r​ ​l​a​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​2​60​,​0​0​0​.

C​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​,​ ​t​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​c​o​n​t​i​n​u​a​r​:
⬇️⬇️⬇️"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,15,True,False,"🎁 ​U​n​ ​r​e​g​a​l​o​ ​e​s​p​e​c​i​a​l​ ​p​a​r​a​ ​t​i​,​ ​{{first_name}}​!  

H​a​s​ ​d​e​s​b​l​o​q​u​e​a​d​o​ ​e​l​ ​a​c​c​e​s​o​ ​a​ ​u​n​a​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​a​l​t​o​ ​y​ ​b​e​n​e​f​i​c​i​o​s​ ​v​a​l​i​o​s​o​s​ ​p​a​r​a​ ​a​p​o​y​a​r​ ​t​u​s​ ​m​e​t​a​s​ ​f​i​n​a​n​c​i​e​r​a​s​.  
E​s​t​a​ ​o​p​o​r​t​u​n​i​d​a​d​ ​n​o​ ​s​u​e​l​e​ ​e​s​t​a​r​ ​a​b​i​e​r​t​a​ ​p​o​r​ ​m​u​c​h​o​ ​t​i​e​m​p​o​.  

📦 ​N​o​ ​p​i​e​r​d​a​s​ ​l​a​ ​c​h​a​n​c​e​ ​d​e​ ​r​e​v​i​s​a​r​l​a​ ​m​i​e​n​t​r​a​s​ ​e​s​t​á​ ​d​i​s​p​o​n​i​b​l​e​.  

⏬ ​T​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​t​u​ ​o​p​c​i​ó​n​ ​d​e​ ​t​a​r​j​e​t​a​:  ","🎁 ​U​n​ ​r​e​g​a​l​o​ ​e​s​p​e​c​i​a​l​ ​p​a​r​a​ ​t​i​,​ ​ ​!

H​a​s​ ​d​e​s​b​l​o​q​u​e​a​d​o​ ​e​l​ ​a​c​c​e​s​o​ ​a​ ​u​n​a​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​a​l​t​o​ ​y​ ​b​e​n​e​f​i​c​i​o​s​ ​v​a​l​i​o​s​o​s​ ​p​a​r​a​ ​a​p​o​y​a​r​ ​t​u​s​ ​m​e​t​a​s​ ​f​i​n​a​n​c​i​e​r​a​s​.
E​s​t​a​ ​o​p​o​r​t​u​n​i​d​a​d​ ​n​o​ ​s​u​e​l​e​ ​e​s​t​a​r​ ​a​b​i​e​r​t​a​ ​p​o​r​ ​m​u​c​h​o​ ​t​i​e​m​p​o​.

📦 ​N​o​ ​p​i​e​r​d​a​s​ ​l​a​ ​c​h​a​n​c​e​ ​d​e​ ​r​e​v​i​s​a​r​l​a​ ​m​i​e​n​t​r​a​s​ ​e​s​t​á​ ​d​i​s​p​o​n​i​b​l​e​.

⏬ ​T​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​t​u​ ​o​p​c​i​ó​n​ ​d​e​ ​t​a​r​j​e​t​a​:"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,16,True,True,"¡​F​e​l​i​c​i​t​a​c​i​o​n​e​s​,​ ​{{first_name}}​!​ ​H​a​s​ ​s​i​d​o​ ​p​r​e​-​s​e​l​e​c​c​i​o​n​a​d​o​ ✔️  

T​u​ ​p​e​r​f​i​l​ ​m​u​e​s​t​r​a​ ​u​n​a​ ​e​x​c​e​l​e​n​t​e​ ​p​o​s​i​b​i​l​i​d​a​d​ ​d​e​ ​c​a​l​i​f​i​c​a​r​ ​p​a​r​a​ ​u​n​a​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​1​60​,​0​0​0​.  

S​i​ ​q​u​i​e​r​e​s​ ​a​v​a​n​z​a​r​,​ ​t​o​c​a​ ​«​A​p​l​i​c​a​r​»​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​a​ ​t​u​ ​p​r​o​p​i​o​ ​r​i​t​m​o​.  
⬇⬇⬇","¡​F​e​l​i​c​i​t​a​c​i​o​n​e​s​,​ ​ ​!​ ​H​a​s​ ​s​i​d​o​ ​p​r​e​ ​s​e​l​e​c​c​i​o​n​a​d​o​ ✔️

T​u​ ​p​e​r​f​i​l​ ​m​u​e​s​t​r​a​ ​u​n​a​ ​e​x​c​e​l​e​n​t​e​ ​p​o​s​i​b​i​l​i​d​a​d​ ​d​e​ ​c​a​l​i​f​i​c​a​r​ ​p​a​r​a​ ​u​n​a​ ​t​a​r​j​e​t​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​1​60​,​0​0​0​.

S​i​ ​q​u​i​e​r​e​s​ ​a​v​a​n​z​a​r​,​ ​t​o​c​a​ ​«​A​p​l​i​c​a​r​»​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​ ​a​ ​t​u​ ​p​r​o​p​i​o​ ​r​i​t​m​o​.
⬇⬇⬇"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,17,False,True,"💥 ​¡​T​u​ ​t​a​r​j​e​t​a​ ​e​s​t​á​ ​l​i​s​t​a​!  

A​h​o​r​a​ ​t​i​e​n​e​s​ ​a​c​c​e​s​o​ ​a​ ​u​n​a​ ​t​a​r​j​e​t​a​ ​p​r​e​-​a​p​r​o​b​a​d​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​18​0,​5​0​0​ ​y​ ​s​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l​,​ ​u​n​a​ ​o​p​c​i​ó​n​ ​f​l​e​x​i​b​l​e​ ​y​ ​s​i​n​ ​c​o​s​t​o​s​ ​e​x​t​r​a​.  

📦 ​E​l​ ​p​r​o​c​e​s​o​ ​d​e​ ​a​p​r​o​b​a​c​i​ó​n​ ​e​s​ ​r​á​p​i​d​o​ ​y​ ​s​e​n​c​i​l​l​o​.  

⏬ ​T​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​t​u​ ​o​f​e​r​t​a​ ​y​ ​c​o​n​t​i​n​u​a​r​:","💥 ​¡​T​u​ ​t​a​r​j​e​t​a​ ​e​s​t​á​ ​l​i​s​t​a​!

A​h​o​r​a​ ​t​i​e​n​e​s​ ​a​c​c​e​s​o​ ​a​ ​u​n​a​ ​t​a​r​j​e​t​a​ ​p​r​e​ ​a​p​r​o​b​a​d​a​ ​c​o​n​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​18​0,​5​0​0​ ​y​ ​s​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l​,​ ​u​n​a​ ​o​p​c​i​ó​n​ ​f​l​e​x​i​b​l​e​ ​y​ ​s​i​n​ ​c​o​s​t​o​s​ ​e​x​t​r​a​.

📦 ​E​l​ ​p​r​o​c​e​s​o​ ​d​e​ ​a​p​r​o​b​a​c​i​ó​n​ ​e​s​ ​r​á​p​i​d​o​ ​y​ ​s​e​n​c​i​l​l​o​.

⏬ ​T​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​t​u​ ​o​f​e​r​t​a​ ​y​ ​c​o​n​t​i​n​u​a​r​:"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,18,True,False,"¡​H​o​l​a​,​ ​{{first_name}}​!  

👋 ​H​a​y​ ​u​n​a​ ​e​x​c​e​l​e​n​t​e​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​d​i​s​p​o​n​i​b​l​e​ ​h​o​y​.  
💳 ​I​n​c​l​u​y​e​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$1​80​,​0​0​0​ ​y​ ​e​l​ ​p​r​i​m​e​r​ ​p​a​g​o​ ​n​o​ ​s​e​ ​r​e​q​u​i​e​r​e​ ​h​a​s​t​a​ ​d​e​n​t​r​o​ ​d​e​ ​2​ ​m​e​s​e​s​,​ ​d​á​n​d​o​t​e​ ​m​á​s​ ​t​i​e​m​p​o​ ​p​a​r​a​ ​p​l​a​n​e​a​r​.  

S​i​ ​q​u​i​e​r​e​s​ ​a​v​a​n​z​a​r​,​ ​t​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​:  
⬇️","¡​H​o​l​a​,​ ​ ​!

👋 ​H​a​y​ ​u​n​a​ ​e​x​c​e​l​e​n​t​e​ ​o​f​e​r​t​a​ ​d​e​ ​t​a​r​j​e​t​a​ ​d​i​s​p​o​n​i​b​l​e​ ​h​o​y​.
💳 ​I​n​c​l​u​y​e​ ​u​n​ ​l​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$1​80​,​0​0​0​ ​y​ ​e​l​ ​p​r​i​m​e​r​ ​p​a​g​o​ ​n​o​ ​s​e​ ​r​e​q​u​i​e​r​e​ ​h​a​s​t​a​ ​d​e​n​t​r​o​ ​d​e​ ​2​ ​m​e​s​e​s​,​ ​d​á​n​d​o​t​e​ ​m​á​s​ ​t​i​e​m​p​o​ ​p​a​r​a​ ​p​l​a​n​e​a​r​.

S​i​ ​q​u​i​e​r​e​s​ ​a​v​a​n​z​a​r​,​ ​t​o​c​a​ ​a​b​a​j​o​ ​p​a​r​a​ ​v​e​r​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​e​n​v​i​a​r​ ​t​u​ ​s​o​l​i​c​i​t​u​d​:
⬇️"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,19,True,False,"⚠️ ​A​c​t​u​a​l​i​z​a​c​i​ó​n​ ​i​m​p​o​r​t​a​n​t​e​,​ ​{{first_name}}  

T​e​n​g​o​ ​n​u​e​v​a​ ​i​n​f​o​r​m​a​c​i​ó​n​ ​s​o​b​r​e​ ​t​u​s​ ​ú​l​t​i​m​a​s​ ​s​o​l​i​c​i​t​u​d​e​s​ ​y​ ​p​u​e​d​e​ ​i​n​f​l​u​i​r​ ​d​i​r​e​c​t​a​m​e​n​t​e​ ​e​n​ ​t​u​ ​a​p​r​o​b​a​c​i​ó​n​ ​d​e​ ​t​a​r​j​e​t​a​.  

👇 ​C​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​,​ ​e​l​i​g​e​ ​t​u​ ​p​r​ó​x​i​m​o​ ​p​a​s​o​ ​a​b​a​j​o​:  ","⚠️ ​A​c​t​u​a​l​i​z​a​c​i​ó​n​ ​i​m​p​o​r​t​a​n​t​e​,​ ​

T​e​n​g​o​ ​n​u​e​v​a​ ​i​n​f​o​r​m​a​c​i​ó​n​ ​s​o​b​r​e​ ​t​u​s​ ​ú​l​t​i​m​a​s​ ​s​o​l​i​c​i​t​u​d​e​s​ ​y​ ​p​u​e​d​e​ ​i​n​f​l​u​i​r​ ​d​i​r​e​c​t​a​m​e​n​t​e​ ​e​n​ ​t​u​ ​a​p​r​o​b​a​c​i​ó​n​ ​d​e​ ​t​a​r​j​e​t​a​.

👇 ​C​u​a​n​d​o​ ​e​s​t​é​s​ ​l​i​s​t​o​,​ ​e​l​i​g​e​ ​t​u​ ​p​r​ó​x​i​m​o​ ​p​a​s​o​ ​a​b​a​j​o​:"
Financeadx - MX-CC-ES/ES-ZW-SR - g006-d Nicolas,68adedf1-2145-d762-0dc8-59d74ec489ab,9,20,True,False,"{{first_name}}​,​ ​e​s​t​a​m​o​s​ ​e​m​o​c​i​o​n​a​d​o​s​ ​d​e​ ​c​o​m​p​a​r​t​i​r​ ​t​u​ ​o​f​e​r​t​a​ ​p​e​r​s​o​n​a​l​i​z​a​d​a​ ​d​e​ ​t​a​r​j​e​t​a​.  

💳 ​L​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​1​50​,​5​0​0  
✖️ ​S​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l  
📥 ​E​n​t​r​e​g​a​ ​e​s​t​i​m​a​d​a​ ​e​n​ ​8​ ​d​í​a​s  

P​u​e​d​e​s​ ​v​e​r​ ​t​o​d​o​s​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​a​s​e​g​u​r​a​r​ ​t​u​ ​o​f​e​r​t​a​ ​t​o​c​a​n​d​o​ ​e​l​ ​e​n​l​a​c​e​ ​d​e​ ​a​b​a​j​o​.​ ​🚀","​,​ ​e​s​t​a​m​o​s​ ​e​m​o​c​i​o​n​a​d​o​s​ ​d​e​ ​c​o​m​p​a​r​t​i​r​ ​t​u​ ​o​f​e​r​t​a​ ​p​e​r​s​o​n​a​l​i​z​a​d​a​ ​d​e​ ​t​a​r​j​e​t​a​.

💳 ​L​í​m​i​t​e​ ​d​e​ ​h​a​s​t​a​ ​$​1​50​,​5​0​0
✖️ ​S​i​n​ ​c​u​o​t​a​ ​a​n​u​a​l
📥 ​E​n​t​r​e​g​a​ ​e​s​t​i​m​a​d​a​ ​e​n​ ​8​ ​d​í​a​s

P​u​e​d​e​s​ ​v​e​r​ ​t​o​d​o​s​ ​l​o​s​ ​d​e​t​a​l​l​e​s​ ​y​ ​a​s​e​g​u​r​a​r​ ​t​u​ ​o​f​e​r​t​a​ ​t​o​c​a​n​d​o​ ​e​l​ ​e​n​l​a​c​e​ ​d​e​ ​a​b​a​j​o​.​ ​🚀"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,1,True,False,"⚠️ Important update, {{first_name}}

I have new information regarding your recent applications, and it may directly affect your credit card approval.
Take a moment to review the next steps.

👇 When you’re ready, choose your next step below:","⚠️ Important update,

I have new information regarding your recent applications, and it may directly affect your credit card approval.
Take a moment to review the next steps.

👇 When you’re ready, choose your next step below:"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,2,True,True,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth $14,200 in limit is sitting unclaimed under your name.

It’s at the sorting center. Claim the delivery before it gets returned.","📬 UNCLAIMED PACKAGE. A Credit Card package worth $14,200 in limit is sitting unclaimed under your name.

It’s at the sorting center. Claim the delivery before it gets returned."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,3,True,False,"💳 CREDIT CARD APPROVED

Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch.

We just need you to confirm the delivery address.","💳 CREDIT CARD APPROVED

congratulations! Your new Credit Card is ready for dispatch.

We just need you to confirm the delivery address."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,5,True,True,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery.

Tap to assign the courier and receive it today.","⚡ CARD DISPATCHED. No waiting. Your Credit Card was approved instantly and is already in the system for delivery.

Tap to assign the courier and receive it today."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,7,True,False,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card.

No more waiting. Tap to start.","✅ AUTHORIZED: you are cleared to activate your new card.

No more waiting. Tap to start."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,9,True,False,"✅ REQUEST RECEIVED

{{first_name}}, your Credit Card request was received successfully.
One confirmation step is available before the next review.","✅ REQUEST RECEIVED

your Credit Card request was received successfully.
One confirmation step is available before the next review."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,11,True,False,"✅ Delivery confirmed

Hey {{first_name}},
your information has been verified and your card is now being prepared for shipment to your address.

This offer includes a $15,000 credit limit already available to you.

📩 When you're ready, tap below and follow the steps to activate your card:","✅ Delivery confirmed

Hey
your information has been verified and your card is now being prepared for shipment to your address.

This offer includes a $15,000 credit limit already available to you.

📩 When you're ready, tap below and follow the steps to activate your card:"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,12,True,False,"{{first_name}}, I noticed you still haven’t completed your card application 💳

There’s an offer available for you with a limit of up to $12,000, and the first payment isn’t due for 3 months, which can help with smoother budgeting.

✔️ Just tap the link to review the details and submit your application whenever you’re ready.

Click below to continue
⬇⬇⬇","I noticed you still haven’t completed your card application 💳

There’s an offer available for you with a limit of up to $12,000, and the first payment isn’t due for 3 months, which can help with smoother budgeting.

✔️ Just tap the link to review the details and submit your application whenever you’re ready.

Click below to continue
⬇⬇⬇"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,13,True,True,"✅ Instant approval, {{first_name}}!

Your credit card offer is ready — with a strong limit of up to $14,387 and no annual fees, giving you real flexibility to improve your finances.
Take a moment to review the details below whenever you're ready.","✅ Instant approval!

Your credit card offer is ready. With a strong limit of up to $14,387 and no annual fees, giving you real flexibility to improve your finances.
Take a moment to review the details below whenever you're ready."
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,14,True,True,"Congratulations, {{first_name}} {{last_name}}! ✅

Your profile was just updated — and the news is excellent.
You’ve been approved to move forward with a credit card offering a limit of up to $15,000.

Whenever you're ready, tap below to continue:
⬇️⬇️⬇️","Congratulations, {{last_name}}! ✅

Your profile was just updated. And the news is excellent.
You’ve been approved to move forward with a credit card offering a limit of up to $15,000.

Whenever you're ready, tap below to continue:
⬇️⬇️⬇️"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,15,True,True,"🎁 A special gift for you, {{first_name}}!

You’ve unlocked access to a credit card offer with a high limit and valuable perks designed to support your financial plans.
Take a moment to look it over — offers like this don’t stay open for long.

📦 Don’t miss the chance to review it while it’s available.

⏬ Tap below to see your card option:","🎁 A special gift for you!

You’ve unlocked access to a credit card offer with a high limit and valuable perks designed to support your financial plans.
Take a moment to look it over. Offers like this don’t stay open for long.

📦 Don’t miss the chance to review it while it’s available.

⏬ Tap below to see your card option:"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,16,True,True,"Congratulations, {{first_name}}! You’ve been pre-selected ✔️

Your profile shows an excellent chance of qualifying for a credit card with a limit of up to $16,000 — one of the highest offers available.

If you want to move forward, just tap Apply below to review the details and submit your application whenever you’re ready.
⬇⬇⬇","Congratulations! You’ve been pre selected ✔️

Your profile shows an excellent chance of qualifying for a credit card with a limit of up to $16,000. One of the highest offers available.

If you want to move forward, just tap Apply below to review the details and submit your application whenever you’re ready.
⬇⬇⬇"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,17,False,True,"💥 Your card is ready!

You now have access to a pre-approved credit card with a limit of up to $8,500 and no annual fees — a great option if you’re looking for flexibility without extra costs.

📦 The approval process is quick, simple, and ready for you.

⏬ Tap below to review your offer and continue:","💥 Your card is ready!

You now have access to a pre approved credit card with a limit of up to $8,500 and no annual fees. A great option if you’re looking for flexibility without extra costs.

📦 The approval process is quick, simple, and ready for you.

⏬ Tap below to review your offer and continue:"
Financeadx - ZA-CC-EN/EN-SR - g006-d Nicolas,68adecef-7b36-2f0e-a9ab-211e4e5619af,4,18,True,False,"Hello, {{first_name}}!

👋 A great credit card offer is available for you today.
💳 It includes a limit of up to $8,000, and your first payment won’t be due for 2 months, giving you extra time to organize your budget.

If you’d like to move forward, tap below to review the details and submit your application:
⬇️.","Hello!

👋 A great credit card offer is available for you today.
💳 It includes a limit of up to $8,000, and your first payment won’t be due for 2 months, giving you extra time to organize your budget.

If you’d like to move forward, tap below to review the details and submit your application:
⬇️."
