template,message_id,status,approved,rejected,invalid_format,error,text,cta,link,backup_json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,5,ERROR,7,0,0,12,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery. Tap to assign the courier and receive it today.",🚚 ASSIGN COURIER,https://newsoun.com/ns-us-cc-en-mct-003/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,6,ERROR,6,0,0,12,📦 SHIPMENT UPDATE Your Credit Card package is waiting for one final confirmation before dispatch. Review your information here.,📦 REVIEW INFO,https://newsoun.com/ns-us-cc-en-mct-003-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,7,ERROR,7,0,0,12,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card. No more waiting. Tap to start.",🚀 ACTIVATE NOW,https://newsoun.com/ns-us-cc-en-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,8,ERROR,6,0,0,12,🔔 (1) NEW CARD UPDATE Your Credit Card status has changed to: APPROVED. Tap to see your starting limit and shipping date.,📥 READ STATUS,https://newsoun.com/ns-us-cc-en-mct-005/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,9,ERROR,1,0,0,1,"✅ REQUEST RECEIVED {{first_name}}, your Credit Card request was received successfully. One confirmation step is available before the next review.",✅ CONFIRM NOW,https://newsoun.com/ns-us-cc-en-mct-005-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Newsoun - US-CC-EN/EN-SR - g005-d Kelly,10,ERROR,2,0,0,1,📍 STATUS CONFIRMED Your Credit Card request moved to the final review step. Open the update and finish the process.,🟢 FINISH PROCESS,https://newsoun.com/ns-us-cc-en-mct-006/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/newsoun---us-cc-en-en-sr---g005-d-kelly-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,1,REJECTED,53,2,0,4,📬 DELIVERY NOTICE Your Credit Card package needs a delivery confirmation before it can move. Confirm your details here.,📬 CONFIRM NOW,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,2,REJECTED,47,9,0,4,📍 STATUS CHECKPOINT Your Credit Card request reached a new checkpoint. Review the status and confirm the next step below.,📍 CHECK STATUS,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,3,REJECTED,48,8,0,4,"📦 PRIORITY SHIPMENT READY — {{first_name}}, based on your history, your 5-star card was moved to priority dispatch. Your package is queued — tap to confirm before the slot is reassigned.",🚚 CLAIM SHIPMENT,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,4,REJECTED,42,9,0,4,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing. It's at the fulfillment center. Confirm your address to release the shipment.",🌍 RELEASE SHIPMENT,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,5,REJECTED,43,9,0,5,📦 CARD PACKAGE READY Your Credit Card kit is prepared and waiting for delivery confirmation. Confirm your details to continue.,✅ CONFIRM DETAILS,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,6,REJECTED,46,9,0,5,🚚 COURIER STEP READY The courier step for your Credit Card package is available. Confirm the delivery information to continue.,🚚 START DELIVERY,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,7,REJECTED,39,8,0,5,💳 CARD REVIEW READY Your Credit Card review is available now. Check the details prepared for your profile and continue from the secure page.,💳 REVIEW CARD,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,8,REJECTED,38,10,0,5,📝 CARD REQUEST REVIEW Your Credit Card request review is ready. Check the details and confirm the next step.,📝 REVIEW NOW,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,9,ERROR,11,0,0,1,✅ REQUEST CONFIRMATION Your request confirmation is ready. Review the Credit Card details and complete it now.,✅ COMPLETE NOW,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Openzed - US-CC-EN/EN - AV - g003-d Isliago,10,ERROR,10,0,0,1,📋 REQUEST READY TO REVIEW Your Credit Card request is ready to review. Check the information and complete the available step.,📋 REVIEW NOW,https://card.openzed.com/xybjDgmX/?utm_source=facebook&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_term=openzed-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/openzed---us-cc-en-en---av---g003-d-isliago-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,1,ERROR,113,0,0,58,"⚠️ Important update, {{first_name}} I have new information regarding your recent applications, and it may directly affect your credit card approval. Take a moment to review the next steps. 👇 When you're ready, choose your next step below:",🔍 SEE RESPONSE OF MY CARD,https://finance.topfeed.fun/ftf-us-cc-en-mct-001/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,2,ERROR,122,0,0,53,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth $14,200 in limit is sitting unclaimed under your name. It's at the sorting center. Claim the delivery before it gets returned.",🚚 CLAIM DELIVERY,https://finance.topfeed.fun/ftf-us-cc-en-mct-001-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,3,ERROR,89,0,0,30,"💳 CREDIT CARD APPROVED Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch. We just need you to confirm the delivery address.",🚚 CONFIRM NOW,https://finance.topfeed.fun/ftf-us-cc-en-mct-002/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,4,REJECTED,81,1,0,28,"✅ DELIVERY CONFIRMED Your card with $15,000 limit is being prepared for dispatch Verify your details to ship.",🚚 SHIP MY CARD,https://finance.topfeed.fun/ftf-us-cc-en-mct-002-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,5,REJECTED,85,1,0,25,📬 DELIVERY NOTICE Your Credit Card package needs a delivery confirmation before it can move. Confirm your details here.,📬 CONFIRM NOW,https://finance.topfeed.fun/ftf-us-cc-en-mct-007/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,6,ERROR,91,0,0,22,📍 STATUS CHECKPOINT Your Credit Card request reached a new checkpoint. Review the status and confirm the next step below.,📍 CHECK STATUS,https://finance.topfeed.fun/ftf-us-cc-en-mct-008/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,7,ERROR,90,0,0,22,"📦 PRIORITY SHIPMENT READY — {{first_name}}, based on your history, your 5-star card was moved to priority dispatch. Your package is queued — tap to confirm before the slot is reassigned.",🚚 CLAIM SHIPMENT,https://finance.topfeed.fun/ftf-us-cc-en-mct-009/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,8,ERROR,84,0,0,21,"✈️ INTERNATIONAL CARD — READY TO SHIP — {{first_name}}, your International Credit Card cleared customs processing. It's at the fulfillment center. Confirm your address to release the shipment.",🌍 RELEASE SHIPMENT,https://finance.topfeed.fun/ftf-us-cc-en-mct-010/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,9,ERROR,64,0,0,12,📦 CARD PACKAGE READY Your Credit Card kit is prepared and waiting for delivery confirmation. Confirm your details to continue.,✅ CONFIRM DETAILS,https://finance.topfeed.fun/ftf-us-cc-en-mct-010-2/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - US-CC-EN/EN-SR - g004-d Joe,10,ERROR,63,0,0,13,🚚 COURIER STEP READY The courier step for your Credit Card package is available. Confirm the delivery information to continue.,🚚 START DELIVERY,https://finance.topfeed.fun/ftf-us-cc-en-mct-011/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---us-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,1,ERROR,14,0,0,7,"⚠️ Important update, {{first_name}} I have new information regarding your recent applications, and it may directly affect your credit card approval. Take a moment to review the next steps. 👇 When you're ready, choose your next step below:",🔍 SEE RESPONSE OF MY CARD,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,2,ERROR,14,0,0,7,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth $14,200 in limit is sitting unclaimed under your name. It's at the sorting center. Claim the delivery before it gets returned.",🚚 CLAIM DELIVERY,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,3,ERROR,14,0,0,6,"💳 CREDIT CARD APPROVED Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch. We just need you to confirm the delivery address.",🚚 CONFIRM NOW,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,4,ERROR,14,0,0,6,"✅ DELIVERY CONFIRMED Your card with $15,000 limit is being prepared for dispatch Verify your details to ship.",🚚 SHIP MY CARD,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,5,ERROR,10,0,0,7,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery. Tap to assign the courier and receive it today.",🚚 ASSIGN COURIER,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,6,ERROR,10,0,0,7,📦 SHIPMENT UPDATE Your Credit Card package is waiting for one final confirmation before dispatch. Review your information here.,📦 REVIEW INFO,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,7,ERROR,10,0,0,7,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card. No more waiting. Tap to start.",🚀 ACTIVATE NOW,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,8,ERROR,10,0,0,7,🔔 (1) NEW CARD UPDATE Your Credit Card status has changed to: APPROVED. Tap to see your starting limit and shipping date.,📥 READ STATUS,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,9,ERROR,0,0,0,2,"✅ REQUEST RECEIVED {{first_name}}, your Credit Card request was received successfully. One confirmation step is available before the next review.",✅ CONFIRM NOW,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zuout - US-CC-EN/EN - AV - g002-d Gustavo,10,ERROR,0,0,0,2,📍 STATUS CONFIRMED Your Credit Card request moved to the final review step. Open the update and finish the process.,🟢 FINISH PROCESS,https://card.zuout.com/KNKcHGXh?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-us-cc-en-bd&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zuout---us-cc-en-en---av---g002-d-gustavo-before-rollout-20260701-160109.json
Zytiva - US-CC-EN/EN-SR - g003-d Isliago,1,ERROR,25,0,0,11,"⚠️ Important update, {{first_name}} I have new information regarding your recent applications, and it may directly affect your credit card approval. Take a moment to review the next steps. 👇 When you're ready, choose your next step below:",🔍 SEE RESPONSE OF MY CARD,https://zytiva.com/zy-us-cc-en-mct-001/?utm_source=mct&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zytiva---us-cc-en-en-sr---g003-d-isliago-before-rollout-20260701-160109.json
Zytiva - US-CC-EN/EN-SR - g003-d Isliago,2,ERROR,24,0,0,11,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth $14,200 in limit is sitting unclaimed under your name. It's at the sorting center. Claim the delivery before it gets returned.",🚚 CLAIM DELIVERY,https://zytiva.com/zy-us-cc-en-mct-001-2/?utm_source=mct&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zytiva---us-cc-en-en-sr---g003-d-isliago-before-rollout-20260701-160109.json
Zytiva - US-CC-EN/EN-SR - g003-d Isliago,3,ERROR,24,0,0,11,"💳 CREDIT CARD APPROVED Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch. We just need you to confirm the delivery address.",🚚 CONFIRM NOW,https://zytiva.com/zy-us-cc-en-mct-002/?utm_source=mct&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zytiva---us-cc-en-en-sr---g003-d-isliago-before-rollout-20260701-160109.json
Zytiva - US-CC-EN/EN-SR - g003-d Isliago,4,ERROR,24,0,0,11,"✅ DELIVERY CONFIRMED Your card with $15,000 limit is being prepared for dispatch Verify your details to ship.",🚚 SHIP MY CARD,https://zytiva.com/zy-us-cc-en-mct-002-2/?utm_source=mct&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zytiva---us-cc-en-en-sr---g003-d-isliago-before-rollout-20260701-160109.json
Zytiva - US-CC-EN/EN-SR - g003-d Isliago,5,ERROR,23,0,0,11,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery. Tap to assign the courier and receive it today.",🚚 ASSIGN COURIER,https://zytiva.com/zy-us-cc-en-mct-003/?utm_source=mct&utm_medium=g003-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/zytiva---us-cc-en-en-sr---g003-d-isliago-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,4,REJECTED,0,1,0,0,"✅ DELIVERY CONFIRMED Your card with £15,000 limit is being prepared for dispatch Verify your details to ship.",🚚 SHIP MY CARD,https://finance.topfeed.fun/ftf-gb-cc-en-mct-004/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,5,REJECTED,0,1,0,0,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery. Tap to assign the courier and receive it today.",🚚 ASSIGN COURIER,https://finance.topfeed.fun/ftf-gb-cc-en-mct-005/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,6,REJECTED,0,1,0,0,📦 SHIPMENT UPDATE Your Credit Card package is waiting for one final confirmation before dispatch. Review your information here.,📦 REVIEW INFO,https://finance.topfeed.fun/ftf-gb-cc-en-mct-006/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,7,REJECTED,0,1,0,0,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card. No more waiting. Tap to start.",🚀 ACTIVATE NOW,https://finance.topfeed.fun/ftf-gb-cc-en-mct-007/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,8,REJECTED,0,1,0,0,🔔 (1) NEW CARD UPDATE Your Credit Card status has changed to: APPROVED. Tap to see your starting limit and shipping date.,📥 READ STATUS,https://finance.topfeed.fun/ftf-gb-cc-en-mct-008/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Financetopfeed - GB-CC-EN/EN-SR - g004-d Joe,10,REJECTED,0,1,0,0,📍 STATUS CONFIRMED Your Credit Card request moved to the final review step. Open the update and finish the process.,🟢 FINISH PROCESS,https://finance.topfeed.fun/ftf-gb-cc-en-mct-010/?utm_source=mct&utm_medium=g004-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/financetopfeed---gb-cc-en-en-sr---g004-d-joe-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,1,ERROR,0,0,0,4,"⚠️ Important update, {{first_name}} I have new information regarding your recent applications, and it may directly affect your credit card approval. Take a moment to review the next steps. 👇 When you're ready, choose your next step below:",🔍 SEE RESPONSE OF MY CARD,https://lyzmo.com/ly-gb-cc-en-mct-001/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,2,ERROR,0,0,0,4,"📬 UNCLAIMED PACKAGE — {{first_name}}, a Credit Card package worth £14,200 in limit is sitting unclaimed under your name. It's at the sorting center. Claim the delivery before it gets returned.",🚚 CLAIM DELIVERY,https://lyzmo.com/ly-gb-cc-en-mct-002/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,3,ERROR,0,0,0,2,"💳 CREDIT CARD APPROVED Congratulations, {{first_name}}! Your new Credit Card is ready for dispatch. We just need you to confirm the delivery address.",🚚 CONFIRM NOW,https://lyzmo.com/ly-gb-cc-en-mct-003/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,4,ERROR,0,0,0,2,"✅ DELIVERY CONFIRMED Your card with £15,000 limit is being prepared for dispatch Verify your details to ship.",🚚 SHIP MY CARD,https://lyzmo.com/ly-gb-cc-en-mct-004/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,5,ERROR,0,0,0,2,"⚡ CARD DISPATCHED — No waiting. {{first_name}}, your Credit Card was approved instantly and is already in the system for delivery. Tap to assign the courier and receive it today.",🚚 ASSIGN COURIER,https://lyzmo.com/ly-gb-cc-en-mct-005/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,6,ERROR,0,0,0,2,📦 SHIPMENT UPDATE Your Credit Card package is waiting for one final confirmation before dispatch. Review your information here.,📦 REVIEW INFO,https://lyzmo.com/ly-gb-cc-en-mct-006/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
Lyzmo - GB-CC-EN/EN-SR - g006-d Nicolas,7,ERROR,0,0,0,2,"✅ AUTHORIZED: {{first_name}}, you are cleared to activate your new card. No more waiting. Tap to start.",🚀 ACTIVATE NOW,https://lyzmo.com/ly-gb-cc-en-mct-007/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content],/root/mgs-agent/backups/sb-templates/lyzmo---gb-cc-en-en-sr---g006-d-nicolas-before-rollout-20260701-160109.json
